audio_name,applied_effects,random_effects,similarity_indv
211.mp3,{5: {'wet_level': 0.27}},"{4: {'depth': 0.56}, 2: {'drive_db': 11.28}, 0: {'rate_hz': 4.28}, 3: {'gain_db': -0.17}, 1: {'delay_seconds': 1.5}}",0.4570028604877199
212.mp3,"{4: {'depth': 0.37}, 0: {'rate_hz': 17.54}, 3: {'gain_db': -0.32}, 1: {'delay_seconds': 2.42}, 2: {'drive_db': 11.73}}","{3: {'gain_db': -1.11}, 4: {'depth': 0.45}, 0: {'rate_hz': 18.99}, 2: {'drive_db': 10.47}}",0.790707828710764
213.mp3,"{3: {'gain_db': 2.1}, 1: {'delay_seconds': 1.1}, 5: {'wet_level': 0.32}}","{2: {'drive_db': 18.96}, 5: {'wet_level': 0.36}, 1: {'delay_seconds': 4.24}, 4: {'depth': 0.59}, 0: {'rate_hz': 19.66}}",0.22574865311828593
214.mp3,"{4: {'depth': 0.6}, 2: {'drive_db': 12.7}, 0: {'rate_hz': 4.41}, 3: {'gain_db': -3.62}, 5: {'wet_level': 0.43}, 1: {'delay_seconds': 2.37}}","{3: {'gain_db': -1.16}, 4: {'depth': 0.31}, 0: {'rate_hz': 10.3}, 5: {'wet_level': 0.25}, 1: {'delay_seconds': 3.93}}",0.6071388368411578
215.mp3,"{2: {'drive_db': 13.81}, 4: {'depth': 0.5}, 3: {'gain_db': -5.79}}","{0: {'rate_hz': 1.98}, 2: {'drive_db': 15.39}, 5: {'wet_level': 0.43}, 1: {'delay_seconds': 4.09}, 3: {'gain_db': -1.62}, 4: {'depth': 0.41}}",0.5408795798647318
216.mp3,"{1: {'delay_seconds': 3.14}, 4: {'depth': 0.53}, 0: {'rate_hz': 10.65}, 3: {'gain_db': -1.53}, 2: {'drive_db': 10.25}, 5: {'wet_level': 0.46}}","{5: {'wet_level': 0.46}, 2: {'drive_db': 10.89}, 3: {'gain_db': -4.96}, 1: {'delay_seconds': 3.02}}",0.5728298001620084
217.mp3,"{4: {'depth': 0.59}, 1: {'delay_seconds': 1.6}, 5: {'wet_level': 0.51}, 0: {'rate_hz': 13.54}, 2: {'drive_db': 8.3}, 3: {'gain_db': -8.92}}","{2: {'drive_db': 5.42}, 4: {'depth': 0.48}, 0: {'rate_hz': 1.07}, 5: {'wet_level': 0.55}}",0.6964488495723894
218.mp3,"{3: {'gain_db': -6.85}, 4: {'depth': 0.59}, 0: {'rate_hz': 18.76}, 2: {'drive_db': 18.64}, 5: {'wet_level': 0.47}, 1: {'delay_seconds': 2.43}}","{1: {'delay_seconds': 4.85}, 0: {'rate_hz': 13.52}, 4: {'depth': 0.39}, 2: {'drive_db': 5.73}}",0.5051770144414903
219.mp3,{2: {'drive_db': 4.84}},"{5: {'wet_level': 0.26}, 0: {'rate_hz': 19.97}}",0.5447813661221351
220.mp3,"{4: {'depth': 0.38}, 2: {'drive_db': 12.17}, 0: {'rate_hz': 14.95}, 3: {'gain_db': 1.61}, 1: {'delay_seconds': 4.88}}",{5: {'wet_level': 0.46}},0.2688509455556857
221.mp3,"{3: {'gain_db': 3.87}, 2: {'drive_db': 14.35}, 5: {'wet_level': 0.6}, 0: {'rate_hz': 1.92}, 1: {'delay_seconds': 4.66}}",{0: {'rate_hz': 16.7}},0.24606659224217067
222.mp3,"{5: {'wet_level': 0.33}, 3: {'gain_db': -6.77}, 2: {'drive_db': 19.5}}",{2: {'drive_db': 13.6}},0.7368120918431091
223.mp3,"{2: {'drive_db': 1.38}, 0: {'rate_hz': 15.29}, 3: {'gain_db': -8.51}, 4: {'depth': 0.27}, 5: {'wet_level': 0.41}}",{1: {'delay_seconds': 4.61}},0.40638116263542123
224.mp3,"{1: {'delay_seconds': 2.49}, 2: {'drive_db': 13.48}, 5: {'wet_level': 0.6}}","{2: {'drive_db': 10.28}, 1: {'delay_seconds': 3.6}, 5: {'wet_level': 0.53}, 0: {'rate_hz': 14.65}}",0.67723812670662
225.mp3,"{0: {'rate_hz': 19.38}, 2: {'drive_db': 2.68}}",{4: {'depth': 0.4}},0.5167192940528861
226.mp3,"{2: {'drive_db': 19.71}, 5: {'wet_level': 0.52}}","{0: {'rate_hz': 4.48}, 3: {'gain_db': -2.29}}",0.4341514320493053
227.mp3,"{2: {'drive_db': 19.23}, 4: {'depth': 0.55}, 0: {'rate_hz': 14.6}, 1: {'delay_seconds': 4.24}, 3: {'gain_db': 1.72}}","{5: {'wet_level': 0.44}, 1: {'delay_seconds': 2.47}}",0.2579139980708035
228.mp3,"{0: {'rate_hz': 6.48}, 2: {'drive_db': 8.76}, 5: {'wet_level': 0.2}, 1: {'delay_seconds': 3.9}, 4: {'depth': 0.23}, 3: {'gain_db': 6.67}}",{1: {'delay_seconds': 2.96}},0.5372290333301011
229.mp3,{1: {'delay_seconds': 3.22}},"{1: {'delay_seconds': 4.72}, 0: {'rate_hz': 15.96}, 5: {'wet_level': 0.27}}",0.6064469540201727
230.mp3,"{4: {'depth': 0.23}, 1: {'delay_seconds': 3.31}, 3: {'gain_db': 7.54}, 0: {'rate_hz': 13.86}, 5: {'wet_level': 0.43}, 2: {'drive_db': 2.03}}","{4: {'depth': 0.46}, 0: {'rate_hz': 17.45}, 5: {'wet_level': 0.6}, 2: {'drive_db': 4.78}, 3: {'gain_db': -4.22}}",0.5792196292953171
231.mp3,{5: {'wet_level': 0.31}},{2: {'drive_db': 5.02}},0.7654985982826384
232.mp3,"{0: {'rate_hz': 12.86}, 5: {'wet_level': 0.58}, 2: {'drive_db': 10.59}, 3: {'gain_db': 1.98}, 4: {'depth': 0.25}}","{4: {'depth': 0.22}, 0: {'rate_hz': 14.01}, 3: {'gain_db': -1.0}, 2: {'drive_db': 8.76}}",0.5977513322076246
233.mp3,"{3: {'gain_db': 7.58}, 4: {'depth': 0.44}, 0: {'rate_hz': 15.1}, 1: {'delay_seconds': 3.54}}","{1: {'delay_seconds': 1.83}, 2: {'drive_db': 10.02}, 4: {'depth': 0.48}}",0.46535440953150337
234.mp3,"{3: {'gain_db': -1.5}, 4: {'depth': 0.37}, 1: {'delay_seconds': 3.17}}","{4: {'depth': 0.55}, 1: {'delay_seconds': 2.31}}",0.7763153261098711
235.mp3,"{3: {'gain_db': 4.0}, 2: {'drive_db': 6.63}, 5: {'wet_level': 0.47}, 4: {'depth': 0.47}}","{1: {'delay_seconds': 2.46}, 4: {'depth': 0.57}}",0.5027835583824537
236.mp3,"{5: {'wet_level': 0.39}, 0: {'rate_hz': 18.82}}","{5: {'wet_level': 0.56}, 3: {'gain_db': 3.75}, 0: {'rate_hz': 5.9}}",0.5978702473542116
237.mp3,"{0: {'rate_hz': 13.83}, 2: {'drive_db': 12.57}, 3: {'gain_db': -1.54}}","{4: {'depth': 0.49}, 2: {'drive_db': 17.53}, 1: {'delay_seconds': 1.99}}",0.49272727676254774
238.mp3,"{0: {'rate_hz': 10.4}, 5: {'wet_level': 0.55}, 2: {'drive_db': 1.84}, 3: {'gain_db': -6.28}, 4: {'depth': 0.44}}","{2: {'drive_db': 14.96}, 1: {'delay_seconds': 2.79}}",0.36429152966217343
239.mp3,"{4: {'depth': 0.48}, 5: {'wet_level': 0.48}, 0: {'rate_hz': 5.33}, 2: {'drive_db': 16.63}, 1: {'delay_seconds': 3.64}, 3: {'gain_db': -3.47}}","{5: {'wet_level': 0.56}, 3: {'gain_db': -2.39}, 0: {'rate_hz': 15.17}}",0.4050022370101187
240.mp3,"{4: {'depth': 0.25}, 1: {'delay_seconds': 3.79}, 2: {'drive_db': 11.73}}","{5: {'wet_level': 0.2}, 3: {'gain_db': 4.41}, 1: {'delay_seconds': 3.41}, 0: {'rate_hz': 5.74}}",0.5461333304772163
241.mp3,"{4: {'depth': 0.21}, 3: {'gain_db': -5.32}, 5: {'wet_level': 0.3}, 0: {'rate_hz': 19.8}}",{5: {'wet_level': 0.44}},0.5505929008785678
242.mp3,"{3: {'gain_db': 8.9}, 1: {'delay_seconds': 2.98}}","{2: {'drive_db': 6.38}, 4: {'depth': 0.31}}",0.4808747029145332
243.mp3,"{1: {'delay_seconds': 1.07}, 0: {'rate_hz': 17.1}, 3: {'gain_db': -4.68}, 2: {'drive_db': 16.03}, 5: {'wet_level': 0.36}}","{2: {'drive_db': 11.54}, 0: {'rate_hz': 8.55}}",0.656074499346152
244.mp3,"{3: {'gain_db': -6.12}, 2: {'drive_db': 4.04}, 0: {'rate_hz': 9.99}}","{3: {'gain_db': 2.01}, 5: {'wet_level': 0.37}, 0: {'rate_hz': 13.23}, 2: {'drive_db': 1.98}, 4: {'depth': 0.37}, 1: {'delay_seconds': 1.14}}",0.588775242810059
245.mp3,"{4: {'depth': 0.37}, 5: {'wet_level': 0.26}, 0: {'rate_hz': 13.38}, 1: {'delay_seconds': 4.08}, 3: {'gain_db': -4.84}}","{1: {'delay_seconds': 1.48}, 2: {'drive_db': 5.58}, 4: {'depth': 0.49}, 3: {'gain_db': -1.27}, 5: {'wet_level': 0.41}}",0.6062648415495512
246.mp3,"{1: {'delay_seconds': 2.35}, 2: {'drive_db': 11.72}}","{1: {'delay_seconds': 3.07}, 5: {'wet_level': 0.29}, 0: {'rate_hz': 6.12}, 3: {'gain_db': 2.61}, 2: {'drive_db': 10.23}}",0.6461960026815433
247.mp3,"{4: {'depth': 0.22}, 5: {'wet_level': 0.42}, 2: {'drive_db': 17.16}}","{3: {'gain_db': -0.43}, 0: {'rate_hz': 9.66}}",0.4488104236525565
248.mp3,"{3: {'gain_db': -2.23}, 4: {'depth': 0.46}}",{2: {'drive_db': 8.44}},0.6091048674776959
249.mp3,"{4: {'depth': 0.22}, 2: {'drive_db': 11.32}, 1: {'delay_seconds': 2.85}, 0: {'rate_hz': 7.28}}","{3: {'gain_db': -6.33}, 2: {'drive_db': 12.45}, 5: {'wet_level': 0.38}}",0.5857102351502522
