applied_effects,random_effects,similarity_indv
"{1: {'delay_seconds': 4.63}, 5: {'wet_level': 0.72}}",{5: {'wet_level': 0.75}},0.47916666666666663
"{4: {'depth': 0.4}, 2: {'drive_db': 47.62}, 3: {'gain_db': -32.2}, 0: {'rate_hz': 95.7}}","{3: {'gain_db': -1.87}, 4: {'depth': 0.59}, 0: {'rate_hz': 78.45}, 1: {'delay_seconds': 3.16}, 5: {'wet_level': 0.49}, 2: {'drive_db': 37.25}}",0.486056467126231
"{5: {'wet_level': 0.5}, 3: {'gain_db': -23.35}, 4: {'depth': 0.22}, 1: {'delay_seconds': 5.27}, 2: {'drive_db': 8.31}}","{4: {'depth': 0.18}, 1: {'delay_seconds': 3.46}, 0: {'rate_hz': 94.06}, 5: {'wet_level': 0.79}, 2: {'drive_db': 41.82}, 3: {'gain_db': -46.14}}",0.48512874124281824
"{3: {'gain_db': -14.69}, 2: {'drive_db': 41.71}, 0: {'rate_hz': 15.63}, 5: {'wet_level': 0.71}}",{1: {'delay_seconds': 5.52}},0.0
"{2: {'drive_db': 46.42}, 1: {'delay_seconds': 0.64}, 4: {'depth': 0.95}}",{5: {'wet_level': 0.22}},0.0
"{2: {'drive_db': 7.93}, 3: {'gain_db': 8.53}, 0: {'rate_hz': 7.3}, 5: {'wet_level': 0.06}, 4: {'depth': 0.74}, 1: {'delay_seconds': 8.98}}","{4: {'depth': 0.7}, 0: {'rate_hz': 13.58}, 2: {'drive_db': 32.3}}",0.3831546482985024
{3: {'gain_db': 39.83}},"{5: {'wet_level': 0.24}, 0: {'rate_hz': 60.39}, 3: {'gain_db': -5.79}, 2: {'drive_db': 35.63}}",0.12303796059222977
"{1: {'delay_seconds': 3.48}, 4: {'depth': 0.36}, 2: {'drive_db': 5.22}, 3: {'gain_db': 6.33}, 5: {'wet_level': 0.42}}","{2: {'drive_db': 5.85}, 1: {'delay_seconds': 4.89}, 5: {'wet_level': 0.42}}",0.5539347101165344
"{0: {'rate_hz': 80.1}, 3: {'gain_db': -28.75}, 1: {'delay_seconds': 9.36}, 2: {'drive_db': 8.38}, 5: {'wet_level': 1.0}, 4: {'depth': 0.77}}",{2: {'drive_db': 8.15}},0.16574563511132467
"{5: {'wet_level': 0.78}, 1: {'delay_seconds': 8.72}, 2: {'drive_db': 34.74}, 3: {'gain_db': 4.0}, 4: {'depth': 0.83}, 0: {'rate_hz': 97.15}}","{0: {'rate_hz': 83.81}, 1: {'delay_seconds': 5.6}, 2: {'drive_db': 3.07}}",0.2655431927000712
"{4: {'depth': 0.22}, 2: {'drive_db': 14.49}, 5: {'wet_level': 0.23}, 0: {'rate_hz': 95.39}, 1: {'delay_seconds': 5.45}, 3: {'gain_db': -35.88}}",{4: {'depth': 0.47}},0.11324786324786325
"{1: {'delay_seconds': 3.98}, 0: {'rate_hz': 65.83}, 2: {'drive_db': 28.93}}","{4: {'depth': 0.89}, 0: {'rate_hz': 25.68}, 2: {'drive_db': 14.05}, 3: {'gain_db': 40.76}}",0.21893768260735488
"{3: {'gain_db': -7.36}, 5: {'wet_level': 0.13}, 1: {'delay_seconds': 0.03}, 2: {'drive_db': 27.41}, 0: {'rate_hz': 45.45}}","{1: {'delay_seconds': 5.04}, 5: {'wet_level': 0.31}, 3: {'gain_db': 23.37}, 4: {'depth': 0.37}, 0: {'rate_hz': 34.15}, 2: {'drive_db': 28.66}}",0.5836839226970406
"{4: {'depth': 0.36}, 2: {'drive_db': 20.51}, 0: {'rate_hz': 81.18}}","{5: {'wet_level': 0.44}, 0: {'rate_hz': 23.57}, 3: {'gain_db': -1.17}, 1: {'delay_seconds': 6.17}}",0.07258561221975857
{0: {'rate_hz': 82.58}},"{2: {'drive_db': 10.46}, 4: {'depth': 0.13}, 5: {'wet_level': 0.13}}",0.0
"{1: {'delay_seconds': 0.56}, 5: {'wet_level': 0.18}, 4: {'depth': 0.92}, 2: {'drive_db': 21.15}, 3: {'gain_db': 26.59}}","{1: {'delay_seconds': 4.67}, 0: {'rate_hz': 46.6}, 5: {'wet_level': 0.28}, 4: {'depth': 0.96}, 2: {'drive_db': 24.18}}",0.6588326334304482
"{2: {'drive_db': 26.72}, 1: {'delay_seconds': 3.57}, 5: {'wet_level': 0.74}, 4: {'depth': 0.55}, 0: {'rate_hz': 6.24}, 3: {'gain_db': -40.55}}","{4: {'depth': 0.11}, 0: {'rate_hz': 72.74}, 5: {'wet_level': 0.09}, 1: {'delay_seconds': 3.96}, 3: {'gain_db': 17.54}}",0.31836445573030164
"{0: {'rate_hz': 9.76}, 5: {'wet_level': 0.26}}","{2: {'drive_db': 23.59}, 4: {'depth': 0.54}, 0: {'rate_hz': 78.28}, 1: {'delay_seconds': 6.03}, 5: {'wet_level': 1.0}}",0.04813829787234043
"{3: {'gain_db': 14.92}, 0: {'rate_hz': 9.84}, 2: {'drive_db': 17.71}, 4: {'depth': 0.88}, 5: {'wet_level': 0.22}}","{0: {'rate_hz': 49.55}, 2: {'drive_db': 28.8}, 5: {'wet_level': 0.84}, 1: {'delay_seconds': 6.22}, 3: {'gain_db': -7.35}}",0.4156402833454587
{0: {'rate_hz': 45.83}},"{2: {'drive_db': 23.52}, 5: {'wet_level': 0.14}, 0: {'rate_hz': 48.22}, 3: {'gain_db': 45.39}, 1: {'delay_seconds': 9.72}}",0.19117592763522245
"{0: {'rate_hz': 30.94}, 5: {'wet_level': 0.17}, 1: {'delay_seconds': 4.99}}","{2: {'drive_db': 2.7}, 4: {'depth': 0.51}, 0: {'rate_hz': 4.52}}",0.2058113717540303
"{4: {'depth': 0.39}, 1: {'delay_seconds': 5.53}}","{5: {'wet_level': 0.82}, 4: {'depth': 0.26}, 1: {'delay_seconds': 9.67}, 0: {'rate_hz': 51.46}, 2: {'drive_db': 9.34}}",0.2076482969199301
"{5: {'wet_level': 0.07}, 1: {'delay_seconds': 4.47}}","{0: {'rate_hz': 20.41}, 2: {'drive_db': 25.59}}",0.0
"{4: {'depth': 0.78}, 1: {'delay_seconds': 6.88}}","{0: {'rate_hz': 14.81}, 4: {'depth': 0.75}, 1: {'delay_seconds': 0.15}, 3: {'gain_db': -18.55}}",0.2458351967799642
"{2: {'drive_db': 20.95}, 3: {'gain_db': -7.07}, 4: {'depth': 0.99}, 0: {'rate_hz': 42.42}}","{0: {'rate_hz': 33.99}, 5: {'wet_level': 0.86}, 1: {'delay_seconds': 7.2}}",0.21339874956582147
{5: {'wet_level': 0.19}},"{5: {'wet_level': 0.05}, 0: {'rate_hz': 15.43}, 2: {'drive_db': 8.27}}",0.27572016460905346
"{5: {'wet_level': 0.82}, 1: {'delay_seconds': 9.06}}","{2: {'drive_db': 27.09}, 3: {'gain_db': 46.41}}",0.0
"{0: {'rate_hz': 98.52}, 2: {'drive_db': 12.1}}","{3: {'gain_db': -12.27}, 2: {'drive_db': 33.25}, 0: {'rate_hz': 83.73}, 1: {'delay_seconds': 3.17}, 5: {'wet_level': 0.25}, 4: {'depth': 0.3}}",0.21530511731944119
"{5: {'wet_level': 0.92}, 1: {'delay_seconds': 7.72}, 4: {'depth': 0.35}, 2: {'drive_db': 33.18}, 3: {'gain_db': 11.7}, 0: {'rate_hz': 1.6}}","{3: {'gain_db': -21.83}, 1: {'delay_seconds': 3.59}, 5: {'wet_level': 0.44}, 4: {'depth': 0.45}, 2: {'drive_db': 40.61}, 0: {'rate_hz': 55.09}}",0.5797461670946156
"{2: {'drive_db': 20.66}, 4: {'depth': 0.34}, 1: {'delay_seconds': 7.95}}","{3: {'gain_db': 41.37}, 2: {'drive_db': 3.83}, 0: {'rate_hz': 7.93}, 1: {'delay_seconds': 2.16}, 4: {'depth': 0.75}, 5: {'wet_level': 0.58}}",0.17947772668226425
"{4: {'depth': 0.29}, 3: {'gain_db': 42.64}, 0: {'rate_hz': 47.97}, 2: {'drive_db': 34.67}, 5: {'wet_level': 0.2}, 1: {'delay_seconds': 8.25}}","{4: {'depth': 0.57}, 2: {'drive_db': 36.6}, 1: {'delay_seconds': 5.1}}",0.36135798279023945
{3: {'gain_db': 49.79}},"{3: {'gain_db': -26.75}, 1: {'delay_seconds': 7.76}, 5: {'wet_level': 0.06}}",0.07766309249423789
"{5: {'wet_level': 0.79}, 0: {'rate_hz': 34.45}, 4: {'depth': 0.17}, 1: {'delay_seconds': 2.79}, 2: {'drive_db': 41.01}, 3: {'gain_db': -24.49}}","{3: {'gain_db': -12.72}, 0: {'rate_hz': 81.06}, 5: {'wet_level': 0.55}}",0.30452241433691996
{0: {'rate_hz': 70.3}},"{5: {'wet_level': 0.34}, 4: {'depth': 0.5}}",0.0
"{0: {'rate_hz': 76.49}, 4: {'depth': 0.25}}",{4: {'depth': 0.01}},0.33999999999999997
"{1: {'delay_seconds': 4.59}, 3: {'gain_db': -24.87}, 2: {'drive_db': 19.36}, 0: {'rate_hz': 79.0}, 5: {'wet_level': 0.01}, 4: {'depth': 0.78}}","{4: {'depth': 0.91}, 2: {'drive_db': 24.37}, 3: {'gain_db': 12.69}, 5: {'wet_level': 0.76}, 0: {'rate_hz': 95.32}}",0.5339989978929411
"{0: {'rate_hz': 66.11}, 4: {'depth': 0.63}, 5: {'wet_level': 0.54}, 2: {'drive_db': 17.27}, 1: {'delay_seconds': 8.56}}","{3: {'gain_db': -48.88}, 0: {'rate_hz': 99.96}}",0.09759491756163972
"{4: {'depth': 0.05}, 1: {'delay_seconds': 4.85}, 0: {'rate_hz': 67.23}, 3: {'gain_db': 48.95}, 5: {'wet_level': 0.02}}",{3: {'gain_db': 19.4}},0.14027286508337541
"{1: {'delay_seconds': 0.67}, 4: {'depth': 0.03}, 2: {'drive_db': 13.55}, 5: {'wet_level': 0.6}}","{4: {'depth': 0.09}, 3: {'gain_db': 17.79}, 5: {'wet_level': 0.75}, 2: {'drive_db': 8.98}}",0.6406917752039936
{1: {'delay_seconds': 4.02}},"{3: {'gain_db': 3.34}, 4: {'depth': 0.56}}",0.0
{4: {'depth': 0.85}},"{0: {'rate_hz': 80.52}, 3: {'gain_db': -27.34}, 1: {'delay_seconds': 8.83}, 5: {'wet_level': 0.05}, 2: {'drive_db': 48.65}}",0.0
"{1: {'delay_seconds': 3.31}, 2: {'drive_db': 45.86}, 3: {'gain_db': 49.73}}","{4: {'depth': 0.13}, 0: {'rate_hz': 36.45}, 2: {'drive_db': 48.22}}",0.31617967727867424
"{1: {'delay_seconds': 2.77}, 2: {'drive_db': 22.27}}","{4: {'depth': 0.97}, 1: {'delay_seconds': 8.88}, 3: {'gain_db': 6.7}}",0.051636698939603466
"{3: {'gain_db': 1.41}, 2: {'drive_db': 29.36}, 0: {'rate_hz': 12.84}, 5: {'wet_level': 0.37}}","{2: {'drive_db': 46.15}, 1: {'delay_seconds': 7.78}, 4: {'depth': 0.16}, 0: {'rate_hz': 5.26}, 3: {'gain_db': 30.3}}",0.3558428178293191
"{2: {'drive_db': 4.7}, 3: {'gain_db': -31.24}, 5: {'wet_level': 0.68}, 4: {'depth': 0.34}, 1: {'delay_seconds': 2.79}, 0: {'rate_hz': 55.48}}",{4: {'depth': 0.27}},0.14898989898989898
"{3: {'gain_db': 5.48}, 1: {'delay_seconds': 7.55}}","{0: {'rate_hz': 45.61}, 1: {'delay_seconds': 1.01}, 4: {'depth': 0.95}, 2: {'drive_db': 39.69}, 3: {'gain_db': -39.64}, 5: {'wet_level': 0.66}}",0.05341813210336917
"{0: {'rate_hz': 36.45}, 3: {'gain_db': 38.42}, 4: {'depth': 0.08}, 1: {'delay_seconds': 6.64}}","{0: {'rate_hz': 15.21}, 2: {'drive_db': 24.43}, 4: {'depth': 0.95}, 1: {'delay_seconds': 7.98}, 3: {'gain_db': -4.53}}",0.4065131494293238
"{0: {'rate_hz': 25.31}, 4: {'depth': 0.84}, 5: {'wet_level': 0.52}, 3: {'gain_db': 19.66}, 2: {'drive_db': 5.92}, 1: {'delay_seconds': 2.04}}","{0: {'rate_hz': 37.18}, 2: {'drive_db': 37.58}, 1: {'delay_seconds': 5.54}}",0.2805230654055414
"{2: {'drive_db': 19.67}, 3: {'gain_db': -22.19}}",{1: {'delay_seconds': 3.77}},0.0
"{4: {'depth': 0.05}, 0: {'rate_hz': 24.3}, 3: {'gain_db': -27.15}, 5: {'wet_level': 0.83}}",{4: {'depth': 0.28}},0.1894736842105263
"{1: {'delay_seconds': 6.19}, 2: {'drive_db': 9.81}, 4: {'depth': 0.98}, 5: {'wet_level': 0.82}, 0: {'rate_hz': 38.58}}","{5: {'wet_level': 0.14}, 2: {'drive_db': 11.37}, 0: {'rate_hz': 74.35}, 3: {'gain_db': -47.55}}",0.30990649862636643
"{4: {'depth': 0.63}, 1: {'delay_seconds': 2.29}, 3: {'gain_db': 47.44}, 0: {'rate_hz': 68.2}}","{5: {'wet_level': 0.58}, 3: {'gain_db': -8.67}, 0: {'rate_hz': 9.27}, 4: {'depth': 0.34}}",0.2749411874585679
"{1: {'delay_seconds': 1.41}, 3: {'gain_db': 25.99}, 2: {'drive_db': 32.52}, 0: {'rate_hz': 32.84}}",{5: {'wet_level': 0.35}},0.0
"{0: {'rate_hz': 15.77}, 1: {'delay_seconds': 2.79}}",{2: {'drive_db': 49.58}},0.0
"{5: {'wet_level': 0.83}, 2: {'drive_db': 22.45}, 4: {'depth': 0.36}, 0: {'rate_hz': 0.87}}",{3: {'gain_db': -20.64}},0.0
"{4: {'depth': 0.39}, 2: {'drive_db': 11.33}, 5: {'wet_level': 0.84}}","{3: {'gain_db': -12.56}, 4: {'depth': 0.73}, 0: {'rate_hz': 46.62}, 2: {'drive_db': 34.65}, 5: {'wet_level': 0.03}}",0.17505715509060332
"{1: {'delay_seconds': 1.6}, 4: {'depth': 0.07}, 3: {'gain_db': -45.77}, 2: {'drive_db': 49.33}}","{5: {'wet_level': 0.7}, 0: {'rate_hz': 65.22}}",0.0
"{2: {'drive_db': 46.44}, 0: {'rate_hz': 86.17}, 5: {'wet_level': 0.11}, 1: {'delay_seconds': 4.72}, 4: {'depth': 0.99}, 3: {'gain_db': 36.59}}",{0: {'rate_hz': 34.07}},0.06589687052725232
"{0: {'rate_hz': 18.7}, 2: {'drive_db': 31.47}}","{2: {'drive_db': 32.6}, 1: {'delay_seconds': 9.74}, 4: {'depth': 0.61}}",0.32136426226035375
"{1: {'delay_seconds': 8.53}, 5: {'wet_level': 0.92}}","{3: {'gain_db': -42.79}, 5: {'wet_level': 0.78}, 0: {'rate_hz': 41.74}}",0.2826086956521739
"{2: {'drive_db': 9.73}, 0: {'rate_hz': 42.39}, 3: {'gain_db': 31.14}, 1: {'delay_seconds': 1.48}, 4: {'depth': 0.12}}","{0: {'rate_hz': 84.96}, 4: {'depth': 0.5}, 3: {'gain_db': 29.14}, 5: {'wet_level': 0.35}}",0.36091977002673636
{1: {'delay_seconds': 6.78}},"{1: {'delay_seconds': 9.15}, 0: {'rate_hz': 94.81}, 4: {'depth': 0.8}}",0.2168141592920354
"{3: {'gain_db': 38.42}, 5: {'wet_level': 0.11}, 2: {'drive_db': 33.98}, 1: {'delay_seconds': 1.27}, 4: {'depth': 0.49}, 0: {'rate_hz': 0.83}}","{1: {'delay_seconds': 7.9}, 4: {'depth': 0.45}, 2: {'drive_db': 15.05}, 0: {'rate_hz': 39.32}, 3: {'gain_db': 16.64}, 5: {'wet_level': 0.58}}",0.5737483986671235
"{2: {'drive_db': 7.55}, 4: {'depth': 0.29}, 1: {'delay_seconds': 4.23}, 5: {'wet_level': 0.74}, 0: {'rate_hz': 38.95}}","{5: {'wet_level': 0.15}, 0: {'rate_hz': 8.73}, 3: {'gain_db': 16.71}, 2: {'drive_db': 38.7}, 4: {'depth': 0.05}, 1: {'delay_seconds': 7.21}}",0.35323358190446075
"{1: {'delay_seconds': 4.34}, 0: {'rate_hz': 25.92}}","{5: {'wet_level': 0.09}, 0: {'rate_hz': 66.56}, 4: {'depth': 0.54}, 1: {'delay_seconds': 0.57}, 3: {'gain_db': 2.16}, 2: {'drive_db': 14.05}}",0.1308876915288473
"{5: {'wet_level': 0.28}, 0: {'rate_hz': 65.16}, 3: {'gain_db': 18.07}}",{4: {'depth': 0.78}},0.0
"{5: {'wet_level': 0.05}, 4: {'depth': 0.02}, 2: {'drive_db': 15.23}}","{5: {'wet_level': 0.58}, 0: {'rate_hz': 40.56}, 1: {'delay_seconds': 0.77}}",0.1473684210526316
"{1: {'delay_seconds': 5.66}, 2: {'drive_db': 37.6}, 5: {'wet_level': 0.49}}","{1: {'delay_seconds': 9.08}, 4: {'depth': 0.49}, 3: {'gain_db': 0.72}, 2: {'drive_db': 13.63}}",0.18956492932862193
"{5: {'wet_level': 0.1}, 4: {'depth': 0.82}, 3: {'gain_db': -4.31}, 0: {'rate_hz': 74.93}}","{4: {'depth': 0.33}, 3: {'gain_db': 35.77}, 2: {'drive_db': 8.42}, 1: {'delay_seconds': 7.11}}",0.16611334659654825
{2: {'drive_db': 4.86}},{3: {'gain_db': 46.0}},0.0
"{2: {'drive_db': 37.41}, 0: {'rate_hz': 60.2}, 4: {'depth': 0.25}}","{1: {'delay_seconds': 9.14}, 3: {'gain_db': 35.92}, 5: {'wet_level': 0.81}, 4: {'depth': 0.47}, 2: {'drive_db': 28.19}, 0: {'rate_hz': 74.51}}",0.3704168098674915
{0: {'rate_hz': 77.55}},"{0: {'rate_hz': 46.52}, 3: {'gain_db': -7.56}, 5: {'wet_level': 0.77}, 2: {'drive_db': 32.09}}",0.1499677627337202
"{5: {'wet_level': 0.52}, 1: {'delay_seconds': 2.44}, 4: {'depth': 0.63}, 0: {'rate_hz': 67.6}, 2: {'drive_db': 41.39}}","{0: {'rate_hz': 57.66}, 2: {'drive_db': 12.08}, 3: {'gain_db': -35.04}}",0.22896330331626855
"{2: {'drive_db': 32.31}, 5: {'wet_level': 0.15}, 1: {'delay_seconds': 6.02}, 4: {'depth': 0.56}, 0: {'rate_hz': 51.25}}","{4: {'depth': 0.81}, 1: {'delay_seconds': 8.44}, 0: {'rate_hz': 41.2}, 3: {'gain_db': 7.85}, 2: {'drive_db': 44.47}}",0.5158252884333414
"{3: {'gain_db': 12.71}, 5: {'wet_level': 0.83}, 2: {'drive_db': 31.64}, 1: {'delay_seconds': 0.98}}","{2: {'drive_db': 22.76}, 1: {'delay_seconds': 7.4}, 4: {'depth': 0.46}, 5: {'wet_level': 0.71}}",0.46575315701854236
"{2: {'drive_db': 28.63}, 1: {'delay_seconds': 6.39}, 3: {'gain_db': -47.24}, 0: {'rate_hz': 74.16}, 4: {'depth': 0.01}}",{2: {'drive_db': 38.89}},0.12832692979392246
"{5: {'wet_level': 0.52}, 4: {'depth': 0.62}}",{4: {'depth': 0.68}},0.4516129032258064
"{3: {'gain_db': 8.67}, 5: {'wet_level': 0.78}, 0: {'rate_hz': 72.68}, 2: {'drive_db': 17.12}, 1: {'delay_seconds': 7.0}}","{2: {'drive_db': 21.42}, 0: {'rate_hz': 48.19}, 1: {'delay_seconds': 4.03}, 4: {'depth': 0.35}}",0.42159583503347386
"{4: {'depth': 0.53}, 0: {'rate_hz': 27.33}}","{3: {'gain_db': -10.61}, 5: {'wet_level': 0.04}, 4: {'depth': 0.54}}",0.3270440251572327
"{3: {'gain_db': 25.77}, 2: {'drive_db': 45.71}, 4: {'depth': 0.01}, 1: {'delay_seconds': 7.3}, 0: {'rate_hz': 15.8}, 5: {'wet_level': 0.71}}","{5: {'wet_level': 0.58}, 4: {'depth': 0.58}}",0.20685730544885475
"{3: {'gain_db': -4.66}, 2: {'drive_db': 26.44}, 5: {'wet_level': 0.95}, 0: {'rate_hz': 99.97}, 1: {'delay_seconds': 3.72}}","{4: {'depth': 0.04}, 3: {'gain_db': -45.42}}",0.05085986095865347
{0: {'rate_hz': 12.97}},{4: {'depth': 0.59}},0.0
"{5: {'wet_level': 0.86}, 4: {'depth': 0.8}, 0: {'rate_hz': 9.73}, 2: {'drive_db': 24.41}, 1: {'delay_seconds': 0.73}, 3: {'gain_db': 11.01}}","{3: {'gain_db': -26.72}, 0: {'rate_hz': 7.04}}",0.22529621671206912
"{5: {'wet_level': 0.88}, 4: {'depth': 0.87}, 1: {'delay_seconds': 3.94}, 0: {'rate_hz': 25.54}, 2: {'drive_db': 4.46}, 3: {'gain_db': -33.51}}",{3: {'gain_db': 2.69}},0.09441982996048377
"{2: {'drive_db': 42.49}, 5: {'wet_level': 0.43}, 0: {'rate_hz': 21.98}, 3: {'gain_db': -19.13}}","{3: {'gain_db': 10.97}, 5: {'wet_level': 0.45}, 4: {'depth': 0.8}, 2: {'drive_db': 26.46}, 0: {'rate_hz': 15.39}, 1: {'delay_seconds': 8.03}}",0.5112949961153465
"{5: {'wet_level': 0.87}, 2: {'drive_db': 17.38}, 1: {'delay_seconds': 0.41}, 0: {'rate_hz': 43.16}}",{3: {'gain_db': 31.6}},0.0
{4: {'depth': 0.66}},{3: {'gain_db': -17.02}},0.0
"{0: {'rate_hz': 71.57}, 3: {'gain_db': -17.51}, 1: {'delay_seconds': 8.21}, 5: {'wet_level': 0.95}, 2: {'drive_db': 13.94}}","{0: {'rate_hz': 1.95}, 2: {'drive_db': 46.85}, 4: {'depth': 0.93}, 3: {'gain_db': 4.75}}",0.15697430661713613
"{1: {'delay_seconds': 0.07}, 2: {'drive_db': 49.69}, 5: {'wet_level': 0.91}, 0: {'rate_hz': 59.06}, 4: {'depth': 0.29}, 3: {'gain_db': 42.13}}","{5: {'wet_level': 0.44}, 0: {'rate_hz': 51.47}, 1: {'delay_seconds': 3.23}, 3: {'gain_db': -26.87}}",0.3813056335566199
"{0: {'rate_hz': 54.79}, 2: {'drive_db': 46.71}, 4: {'depth': 0.18}, 5: {'wet_level': 0.16}, 3: {'gain_db': 3.2}, 1: {'delay_seconds': 7.47}}","{4: {'depth': 0.48}, 3: {'gain_db': -46.62}, 0: {'rate_hz': 24.43}, 2: {'drive_db': 25.63}, 1: {'delay_seconds': 9.67}}",0.39962630946550043
{1: {'delay_seconds': 4.85}},"{0: {'rate_hz': 65.79}, 3: {'gain_db': -5.49}, 1: {'delay_seconds': 8.93}, 5: {'wet_level': 0.65}}",0.051941747572815555
"{4: {'depth': 0.74}, 2: {'drive_db': 10.58}, 1: {'delay_seconds': 7.9}, 0: {'rate_hz': 57.21}, 5: {'wet_level': 0.42}, 3: {'gain_db': 7.16}}","{1: {'delay_seconds': 7.59}, 5: {'wet_level': 0.17}, 3: {'gain_db': -14.2}, 0: {'rate_hz': 99.93}, 4: {'depth': 0.18}}",0.4420929599299512
"{1: {'delay_seconds': 5.99}, 0: {'rate_hz': 77.03}, 3: {'gain_db': -15.79}, 2: {'drive_db': 15.24}, 4: {'depth': 0.25}}","{0: {'rate_hz': 59.0}, 3: {'gain_db': -7.11}, 4: {'depth': 0.04}}",0.4708000810686491
"{4: {'depth': 0.47}, 0: {'rate_hz': 52.72}, 1: {'delay_seconds': 9.9}}","{3: {'gain_db': -21.33}, 1: {'delay_seconds': 9.45}, 2: {'drive_db': 17.46}, 0: {'rate_hz': 5.52}, 5: {'wet_level': 0.18}, 4: {'depth': 0.37}}",0.3117617177298798
{3: {'gain_db': 36.1}},{5: {'wet_level': 0.54}},0.0
"{3: {'gain_db': -35.29}, 1: {'delay_seconds': 7.96}}",{0: {'rate_hz': 64.95}},0.0
"{4: {'depth': 0.29}, 0: {'rate_hz': 3.04}, 2: {'drive_db': 23.43}}","{0: {'rate_hz': 84.55}, 4: {'depth': 0.25}, 2: {'drive_db': 43.0}}",0.45548701856686913
"{1: {'delay_seconds': 7.27}, 0: {'rate_hz': 48.58}, 3: {'gain_db': 20.49}, 2: {'drive_db': 27.36}, 4: {'depth': 0.83}, 5: {'wet_level': 0.58}}","{3: {'gain_db': -31.5}, 0: {'rate_hz': 12.49}, 5: {'wet_level': 0.1}, 2: {'drive_db': 32.19}, 1: {'delay_seconds': 5.76}, 4: {'depth': 0.49}}",0.4898531431700465
"{5: {'wet_level': 0.62}, 1: {'delay_seconds': 4.16}, 3: {'gain_db': 27.32}, 0: {'rate_hz': 70.94}, 4: {'depth': 0.63}, 2: {'drive_db': 24.62}}","{0: {'rate_hz': 89.47}, 5: {'wet_level': 0.41}}",0.23334727817843942
"{4: {'depth': 0.84}, 5: {'wet_level': 0.0}, 3: {'gain_db': -18.63}, 2: {'drive_db': 45.48}, 0: {'rate_hz': 37.78}}","{2: {'drive_db': 34.72}, 5: {'wet_level': 0.62}, 1: {'delay_seconds': 2.01}}",0.22868249780123134
{5: {'wet_level': 0.57}},"{2: {'drive_db': 3.55}, 4: {'depth': 0.69}, 5: {'wet_level': 0.07}}",0.040935672514619895
{5: {'wet_level': 0.61}},{1: {'delay_seconds': 3.54}},0.0
{0: {'rate_hz': 31.86}},"{2: {'drive_db': 39.98}, 4: {'depth': 0.78}, 5: {'wet_level': 0.04}, 0: {'rate_hz': 10.5}, 1: {'delay_seconds': 1.97}, 3: {'gain_db': 11.34}}",0.11442128950200567
"{0: {'rate_hz': 13.61}, 1: {'delay_seconds': 2.57}, 2: {'drive_db': 0.04}}","{1: {'delay_seconds': 1.37}, 2: {'drive_db': 47.18}, 5: {'wet_level': 0.69}}",0.29831258456742965
{3: {'gain_db': -19.66}},"{4: {'depth': 0.69}, 0: {'rate_hz': 12.28}, 5: {'wet_level': 0.23}, 1: {'delay_seconds': 1.71}, 3: {'gain_db': 2.72}}",0.13574504737295437
"{2: {'drive_db': 36.4}, 1: {'delay_seconds': 0.96}, 3: {'gain_db': 3.91}, 4: {'depth': 0.42}, 5: {'wet_level': 0.07}, 0: {'rate_hz': 56.9}}",{5: {'wet_level': 0.86}},0.025089605734767
"{5: {'wet_level': 0.75}, 2: {'drive_db': 35.12}, 3: {'gain_db': 2.75}, 0: {'rate_hz': 4.27}, 4: {'depth': 0.56}, 1: {'delay_seconds': 5.45}}","{5: {'wet_level': 0.97}, 1: {'delay_seconds': 9.84}, 3: {'gain_db': -14.47}}",0.26245276364672865
"{0: {'rate_hz': 16.29}, 2: {'drive_db': 38.88}}","{0: {'rate_hz': 29.96}, 1: {'delay_seconds': 6.65}, 3: {'gain_db': -34.59}, 2: {'drive_db': 4.11}, 4: {'depth': 0.75}, 5: {'wet_level': 0.13}}",0.15706800017009534
"{0: {'rate_hz': 0.75}, 3: {'gain_db': -4.71}, 4: {'depth': 0.24}, 5: {'wet_level': 0.87}}","{0: {'rate_hz': 15.68}, 5: {'wet_level': 0.62}, 4: {'depth': 0.43}}",0.5780538666435044
"{3: {'gain_db': -44.51}, 4: {'depth': 0.22}, 5: {'wet_level': 0.39}, 2: {'drive_db': 7.47}, 0: {'rate_hz': 34.87}, 1: {'delay_seconds': 6.53}}",{2: {'drive_db': 32.99}},0.06665882906183869
"{2: {'drive_db': 34.63}, 1: {'delay_seconds': 3.33}, 5: {'wet_level': 0.74}, 0: {'rate_hz': 14.35}, 4: {'depth': 0.47}, 3: {'gain_db': 24.59}}","{1: {'delay_seconds': 5.27}, 3: {'gain_db': -14.69}}",0.1970888801476725
"{3: {'gain_db': -27.45}, 4: {'depth': 0.79}, 1: {'delay_seconds': 9.51}, 0: {'rate_hz': 67.56}}","{4: {'depth': 0.92}, 3: {'gain_db': -39.86}, 1: {'delay_seconds': 6.84}, 0: {'rate_hz': 41.15}}",0.7508854375145309
"{0: {'rate_hz': 14.52}, 3: {'gain_db': 32.99}, 1: {'delay_seconds': 5.61}, 2: {'drive_db': 35.63}, 5: {'wet_level': 0.78}}","{4: {'depth': 0.44}, 5: {'wet_level': 0.65}, 2: {'drive_db': 19.03}, 3: {'gain_db': 31.71}, 0: {'rate_hz': 52.28}}",0.582053901476373
{5: {'wet_level': 0.68}},"{3: {'gain_db': -38.53}, 5: {'wet_level': 0.29}}",0.21323529411764702
